/mnt/media/2 B 3/The Toronto Sessions/01 Hip Hug-Her.mp3	Hip Hug-Her 	1 	2 B 3 	The Toronto Sessions 	2004 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/In Session (w Stevie Ray Vaughan)/11 Don't Lie to Me.mp3	Don't Lie to Me 	11 	Albert King/Stevie Ray Vaughan 	In Session 	1983 	 	Blues 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/01 - I Wanna Get Funky.flac	I Wanna Get Funky 	01 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	I Wanna Get Funky 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/02 - Playing On Me.flac	Playing On Me 	02 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	Playing on Me 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/03 - Walking The Back Streets And Crying.flac	Walking The Back Streets And Crying 	03 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	Walking the Back Streets and Crying 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/04 - 'Til My Back Ain't Got No Bone.flac	'Til My Back Ain't Got No Bone 	04 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	'til My Back Ain't Got No Bone 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/05 - Flat Tire.flac	Flat Tire 	05 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	Flat Tire 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/06 - I Can't Hear Nothing But The Blues.flac	I Can't Hear Nothing But The Blues 	06 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	I Can't Hear Nothing but the Blues 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/07 - Travelin' Man.flac	Travelin' Man 	07 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	Travelin' Man 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/08 - Crosscut Saw.flac	Crosscut Saw 	08 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	Crosscut Saw 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/I Wanna Get Funky - 1972/09 - That's What The Blues Is All About.flac	That's What The Blues Is All About 	09 	Albert King 	I Wanna Get Funky 	1972 	 	Blues 	 	That's What the Blues Is All About 	 	Albert King 	I Wanna Get Funky 	1973 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/01 - What'd I Say.flac	What'd I Say 	01 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	What'd I Say 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/02 - Tupelot.flac	Tupelot 	02 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Tupelo 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/03 - Opus de Soul.flac	Opus de Soul 	03 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Opus de Soul 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/04 - Baby, What You Want Me To Do.flac	Baby, What You Want Me To Do 	04 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Baby, What You Want Me to Do 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/05 - Big Bird.flac	Big Bird 	05 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Big Bird 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/06 - Homer's Theme.flac	Homer's Theme 	06 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Homer's Theme 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/07 - Trashy Dog.flac	Trashy Dog 	07 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Trashy Dog 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/08 - Don't Turn Your Heater Down.flac	Don't Turn Your Heater Down 	08 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Don't Turn Your Heater Down 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/09 - Watert.flac	Watert 	09 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Water 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/Jammed Together (w Pop Staples & Steve Cropper) [1969] [FLAC]/10 - Knock On Wood.flac	Knock On Wood 	10 	Albert King, Steve Cropper, Pop Staples 	Jammed Together 	1969 	 	Blues 	 	Knock on Wood 	 	Pop Staples, Albert King, Steve Cropper 	Jammed Together 	1988 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/01 - Love Shock.flac	Love Shock 	01 	Albert King 	King Albert 	1992 	 	Blues 	 	Love Shock 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/02 - You Upset Me Baby.flac	You Upset Me Baby 	02 	Albert King 	King Albert 	1992 	 	Blues 	 	You Upset Me Baby 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/03 - Chump Change.flac	Chump Change 	03 	Albert King 	King Albert 	1992 	 	Blues 	 	Chump Change 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/04 - Let Me Rock You Easy.flac	Let Me Rock You Easy 	04 	Albert King 	King Albert 	1992 	 	Blues 	 	Let Me Rock You Easy 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/05 - Boot Lace.flac	Boot Lace 	05 	Albert King 	King Albert 	1992 	 	Blues 	 	Boot Lace 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/06 - Love Mechanic.flac	Love Mechanic 	06 	Albert King 	King Albert 	1992 	 	Blues 	 	Love Mechanic 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/07 - Call My Job.flac	Call My Job 	07 	Albert King 	King Albert 	1992 	 	Blues 	 	Call My Job 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/King Albert [1988] [FLAC]/08 - Good Time Charlie.flac	Good Time Charlie 	08 	Albert King 	King Albert 	1992 	 	Blues 	 	Good Time Charlie 	 	Albert King 	King Albert 	1989 	None 	None 	 							
/mnt/media/Albert King/Live/01 Watermelon Man 1.mp3	Watermelon Man 	1 	Albert King 	Live 	1977 	 	Blues 	 	Watermelon Man 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/02 Don't Burn Down The Bridge 1.mp3	Don't Burn Down the Bridge ('Cause You Might Wanna Come Back Across) 	2 	Albert King 	Live 	1977 	 	Blues 	 	Don't Burn Down the Bridge 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/03 Blues At Sunrise 1.mp3	Blues at Sunrise 	3 	Albert King 	Live 	1977 	 	Blues 	 	Blues at Sunrise 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/04 That's What The Blues Is All Abou.mp3	That's What the Blues Is All About 	4 	Albert King 	Live 	1977 	 	Blues 	 	That's What the Blues Is All About 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/05 Stormy Monday.mp3	Stormy Monday 	5 	Albert King 	Live 	1977 	 	Blues 	 	Stormy Monday 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/06 Kansas City.mp3	Kansas City 	6 	Albert King 	Live 	1977 	 	Blues 	 	Kansas City 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/07 Im Gonna Call You As Soon As The.mp3	I'm Gonna Call You as Soon as the Sun Goes Down 	7 	Albert King 	Live 	1977 	 	Blues 	 	I'm Gonna Call You as Soon as the Sun Goes Down 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/08 Matchbox Holds My Clothes.mp3	Match Box Blues 	8 	Albert King 	Live 	1977 	 	Blues 	 	Matchbox Holds My Cloths 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/09 As The Years Go Passing By.mp3	As the Years Go Passing By 	9 	Albert King 	Live 	1977 	 	Blues 	 	As the Years Go Passing By 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/Live/10 I'll Play The Blues For You.mp3	I'll Play the Blues for You 	10 	Albert King 	Live 	1977 	 	Blues 	 	I'll Play the Blues for You 	 	Albert King 	Live 	None 	None 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/01 - Get Out Of My Life Woman.flac	Get Out Of My Life Woman 	01 	Albert King 	New Orleans Heat 	 	 	 	 	Get Out of My Life Woman 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/02 - Born Under A Bad Sign.flac	Born Under A Bad Sign 	02 	Albert King 	New Orleans Heat 	 	 	 	 	Born Under a Bad Sign 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/03 - The Feeling.flac	The Feeling 	03 	Albert King 	New Orleans Heat 	 	 	 	 	The Feeling 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/04 - We All Wanna Boogie.flac	We All Wanna Boogie 	04 	Albert King 	New Orleans Heat 	 	 	 	 	We All Wanna Boogie 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/05 - The Very Thought Of You.flac	The Very Thought Of You 	05 	Albert King 	New Orleans Heat 	 	 	 	 	The Very Thought of You 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/06 - I Got The Blues.flac	I Got The Blues 	06 	Albert King 	New Orleans Heat 	 	 	 	 	I Got the Blues 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/07 - I Get Evil.flac	I Get Evil 	07 	Albert King 	New Orleans Heat 	 	 	 	 	I Get Evil 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/08 - Angel Of Mercy.flac	Angel Of Mercy 	08 	Albert King 	New Orleans Heat 	 	 	 	 	Angel of Mercy 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/New Orleans Heat [FLAC]/09 - Flat Tire.flac	Flat Tire 	09 	Albert King 	New Orleans Heat 	 	 	 	 	Flat Tire 	 	Albert King 	New Orleans Heat 	1978 	Tomato 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/01 - Stop.flac	Stop 	01 	Albert King 	Red House 	1991 	 	Blues 	 	Stop 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/02 - Bluesman.flac	Bluesman 	02 	Albert King 	Red House 	1991 	 	Blues 	 	Bluesman 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/03 - Don't Let Me Be Lonely.flac	Don't Let Me Be Lonely 	03 	Albert King 	Red House 	1991 	 	Blues 	 	Don't Let Me Be Lonely 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/04 - When You Walk Out The Door.flac	When You Walk Out The Door 	04 	Albert King 	Red House 	1991 	 	Blues 	 	When You Walk Out The Door 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/05 - Problems.flac	Problems 	05 	Albert King 	Red House 	1991 	 	Blues 	 	Problems 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/06 - Our Love Is Going To Win.flac	Our Love Is Going To Win 	06 	Albert King 	Red House 	1991 	 	Blues 	 	Our Love Is Going To Win 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/07 - Trouble.flac	Trouble 	07 	Albert King 	Red House 	1991 	 	Blues 	 	Trouble 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/08 - If You Got It.flac	If You Got It 	08 	Albert King 	Red House 	1991 	 	Blues 	 	If You Got It 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/Red House [1991] [FLAC]/09 - Red House.flac	Red House 	09 	Albert King 	Red House 	1991 	 	Blues 	 	Red House 	 	Albert King 	Red House 	None 	None 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/01 I'll Play the Blues for You, Pts. 1 & 2.mp3	I'll Play the Blues for You, Pts. 1 & 2 	1 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/02 Killing Floor.mp3	Killing Floor 	2 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/03 Honky Tonk Women.mp3	Honky Tonk Women 	3 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/04 Sky Is Crying.mp3	Sky Is Crying 	4 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/05 Breaking up Somebody's Home.mp3	Breaking up Somebody's Home 	5 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/06 Hound Dog.mp3	Hound Dog 	6 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/07 That's What the Blues Is All About.mp3	That's What the Blues Is All About 	7 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/08 Angel of Mercy.mp3	Angel of Mercy 	8 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/09 Everybody Wants to Go to Heaven.mp3	Everybody Wants to Go to Heaven 	9 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/10 Can't You See What You're Doing to Me.mp3	Can't You See What You're Doing to Me 	10 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/11 Answer to the Laundromat Blues.mp3	Answer to the Laundromat Blues 	11 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/12 I Wanna Get Funky.mp3	I Wanna Get Funky 	12 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	Heyday 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Best of Albert King, Vol. 1/13 Blues Power.mp3	Blues Power 	13 	Albert King 	The Best of Albert King, Vol. 1 	1986 	 	Blues 	 	내 끔을 향해서 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/01 - Let's Have A Natural Ball.flac	Let's Have A Natural Ball 	01 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Let's Have A Natural Ball 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/02 - What Can I Do To Change Your Mind .flac	What Can I Do To Change Your Mind? 	02 	Albert King 	The Big Blues 	1994 	 	Blues 	 	What Can I Do To Change Your Mind? 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/03 - I Get Evil.flac	I Get Evil 	03 	Albert King 	The Big Blues 	1994 	 	Blues 	 	I Get Evil 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/04 - Had You Told It Like It Was (It Wouldn't Be Like It).flac	Had You Told It Like It Was (It Wouldn't Be Like It) 	04 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Had You Told It Like It Was (It Wouldn't Be Like It) 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/05 - This Morning.flac	This Morning 	05 	Albert King 	The Big Blues 	1994 	 	Blues 	 	This Morning 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/06 - I Walked All Night Long.flac	I Walked All Night Long 	06 	Albert King 	The Big Blues 	1994 	 	Blues 	 	I Walked All Night Long 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/07 - Don't Throw Your Love On Me So Strong.flac	Don't Throw Your Love On Me So Strong 	07 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Don't Throw Your Love on Me So Strong 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/08 - Travelin' To California.flac	Travelin' To California 	08 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Travelin' To California 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/09 - I've Made Nights By Myself.flac	I've Made Nights By Myself 	09 	Albert King 	The Big Blues 	1994 	 	Blues 	 	I've Made Nights By Myself 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/10 - This Funny Feeling.flac	This Funny Feeling 	10 	Albert King 	The Big Blues 	1994 	 	Blues 	 	This Funny Feeling 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/11 - Ooh-Ee Baby.flac	Ooh-Ee Baby 	11 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Ooh-Ee Baby 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Big Blues [1994]/12 - Dyna Flow.flac	Dyna Flow 	12 	Albert King 	The Big Blues 	1994 	 	Blues 	 	Dyna Flow 	 	Albert King 	The Big Blues 	1994-03-16 	King Records 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/01She Won't Gimme No Lovin'.flac	She Won't Gimme No Lovin' 	01 	Albert King 	The Lost Session 	1971 	 	R&B 	 	She Won't Gimme No Lovin' 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/02Cold In Hand.flac	Cold in Hand 	02 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Cold in Hand 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/03Stop Lying.flac	Stop Lying 	03 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Stop Lying 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/04All The Way Down.flac	All the Way Down 	04 	Albert King 	The Lost Session 	1971 	 	R&B 	 	All the Way Down 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/05Tell Me What True Love Is.flac	Tell Me What True Love Is 	05 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Tell Me What True Love Is 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/06Down The Road I Go.flac	Down the Road I Go 	06 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Down the Road I Go 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/07Money Lovin' Women.flac	Money Lovin' Women 	07 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Money Lovin' Women 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/08Sun Gone Down (take 1).flac	Sun Gone Down [Take 1] 	08 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Sun Gone Down (take 1) 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/09Brand New Razor.flac	Brand New Razor 	09 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Brand New Razor 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/The Lost Session [1971] [FLAC]/10Sun Gone Down (take 2).flac	Sun Gone Down [Take 2] 	10 	Albert King 	The Lost Session 	1971 	 	R&B 	 	Sun Gone Down (take 2) 	 	Albert King 	The Lost Session 	1986 	Stax 	None 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/01 San-Ho-Zay [#].mp3	San-Ho-Zay [#] 	1 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	San-Ho-Zay 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/02 You Upset Me Baby [#].mp3	You Upset Me Baby [#] 	2 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	You Upset Me, Baby 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/03 Stormy Monday [#].mp3	Stormy Monday [#] 	3 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	Call It Stormy Monday 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/04 Every Day I Have the Blues [#].mp3	Every Day I Have the Blues [#] 	4 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	Everyday I Have the Blues 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/05 Driftin' Blues [#].mp3	Driftin' Blues [#] 	5 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	Drifting Blues 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/06 I've Made Nights by Myself [#].mp3	I've Made Nights by Myself [#] 	6 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	I've Made Nights by Myself 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/07 Crosscut Saw [#].mp3	Crosscut Saw [#] 	7 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	Crosscut Saw 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/08 I'm Gonna Move to the Outskirts of Town [#].mp3	I'm Gonna Move to the Outskirts of Town [#] 	8 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	I'm Gonna Move to the Outskirts of Town 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Thursday Night in San Francisco/09 Ooh-Ee Baby [#].mp3	Ooh-Ee Baby [#] 	9 	Albert King 	Thursday Night in San Francisco 	1990 	 	Blues 	 	Ooh-Ee-Baby 	 	Albert King 	Thursday Night in San Francisco 	1990-08-06 	Stax 	live 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/01 - Cold Women With Warm Hearts.flac	Cold Women With Warm Hearts 	01 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Love Shock 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/02 - Gonna Make It Somehow.flac	Gonna Make It Somehow 	02 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	You Upset Me Baby 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/03 - Sensation, Communication Together.flac	Sensation, Communication Together 	03 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Chump Change 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
