/mnt/media/2 B 3/The Toronto Sessions/01 Hip Hug-Her.mp3	Hip Hug-Her 	1 	2 B 3 	The Toronto Sessions 	2004 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/04 - I'm Your Mate.flac	I'm Your Mate 	04 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Love Mechanic 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/05 - Truckload of Lovin'.flac	Truckload of Lovin' 	05 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Call My Job 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/06 - Hold Hands With One Another.flac	Hold Hands With One Another 	06 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Good Time Charlie 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/07 - Cadillac Assembly Line.flac	Cadillac Assembly Line 	07 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	Don't Burn Down the Bridge ('cause You Might Wanna Come Back Across) 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Truckload of Lovin' [1988] [FLAC]/08 - Nobody Wants A Loser.flac	Nobody Wants A Loser 	08 	Albert King 	Truckload of Lovin' 	1988 	 	 	 	That's What the Blues Is All About 	 	Albert King 	Truckload of Lovin': Best of Albert King (disc 2) 	None 	None 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/01 Watermelon Man.mp3	Watermelon Man 	1 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Watermelon Man 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/02 Why You So Mean to Me.mp3	Why You So Mean to Me 	2 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Why You So Mean to Me 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/03 I Get Evil.mp3	I Get Evil 	3 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	I Get Evil 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/04 Got to Be Some Changes Made.mp3	Got to Be Some Changes Made 	4 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Got to Be Some Changes Made 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/05 Personal Manager.mp3	Personal Manager 	5 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Personal Manager 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/06 Born Under a Bad Sign.mp3	Born Under a Bad Sign 	6 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Born Under a Bad Sign 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Wednesday Night in San Francisco/07 Don't Throw Your Love on Me So Strong.mp3	Don't Throw Your Love on Me So Strong 	7 	Albert King 	Wednesday Night in San Francisco 	1968 	 	Blues 	 	Don't Throw Your Love on Me So Strong 	 	Albert King 	Wednesday Night in San Francisco 	2001-07-02 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/01 - Wrapped Up In Love Again.flac	Wrapped Up In Love Again 	01 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Wrapped Up in Your Love Again 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/02 - You Don't Love Me (Instrumental).flac	You Don't Love Me (Instrumental) 	02 	Albert King 	Years Gone By 	1969 	 	Blues 	 	You Don't Love Me (instrumental) 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/03 - Cockroach.flac	Cockroach 	03 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Cockroach 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/04 - Killing Floor.flac	Killing Floor 	04 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Killing Floor 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/05 - Lonely Man.flac	Lonely Man 	05 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Lonely Man 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/06 - If The Washing Don't Get You, The Rinsing Will.flac	If The Washing Don't Get You, The Rinsing Will 	06 	Albert King 	Years Gone By 	1969 	 	Blues 	 	If the Washing Don't Get You, the Rinsing Will 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/07 - Drowning On Dry Land.flac	Drowning On Dry Land 	07 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Drowning on Dry Land 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/08 - Drowning On Dry Land (Instrumental).flac	Drowning On Dry Land (Instrumental) 	08 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Drowning on Dry Land (instrumental) 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/09 - Heart Fixing Business.flac	Heart Fixing Business 	09 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Heart Fixing Business 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/10 - You Threw Your Love On Me Too Strong.flac	You Threw Your Love On Me Too Strong 	10 	Albert King 	Years Gone By 	1969 	 	Blues 	 	You Threw Your Love on Me Too Strong 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert King/Years Gone By [1969] [FLAC]/11 - Sky Is Crying.flac	Sky Is Crying 	11 	Albert King 	Years Gone By 	1969 	 	Blues 	 	Sky Is Crying 	 	Albert King 	Years Gone By 	1983 	Stax 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/01 Flowers Of Edinburgh.mp3	Flowers of Edinburgh 	1 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Flowers Of Edinburgh 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/02 Don't Let Go.mp3	Don't Let Go 	2 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Don't Let Go 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/03 Midnight Special.mp3	Midnight Special 	3 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Midnight Special 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/04 Tiger Rag.mp3	Tiger Rag 	4 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Tiger Rag 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/05 Forty Miles Of Bad Road.mp3	Forty Miles of Bad Road 	5 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Forty Miles of Bad Road 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/06 Fun Ranch Boogie.mp3	Fun Ranch Boogie 	6 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Fun Raunch Boogie 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/07 Walkin' After Midnight.mp3	Walkin' After Midnight 	7 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Walkin' After Midnight 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/08 Schön Rosmarin.mp3	Schön Rosmarin 	8 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Schon Rosmarin 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/09 Country Gentleman.mp3	Country Gentleman 	9 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Country Gentleman 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/10 Monte Nido.mp3	Monte Nido 	10 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Monte Nido 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Gagged but Not Bound/11 Oklahoma Stroke.mp3	Oklahoma Stroke 	11 	Albert Lee 	Gagged But Not Bound 	1988 	 	Instrumental 	 	Oklahoma Stroke 	 	Albert Lee 	Gagged But Not Bound 	1987 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/01 Intro.mp3	Intro 	1 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Intro 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/02 Sweet Little Lisa.mp3	Sweet Little Lisa 	2 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Sweet Little Lisa 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/03 Just Because.mp3	Just Because 	3 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Just Because 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/04 Evangelina.mp3	Evangelina 	4 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Evangelina 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/05 One Way Rider.mp3	One Way Rider 	5 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	One Way Rider 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/06 Cannon Ball.mp3	Cannon Ball 	6 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Cannon Ball 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/07 Seventeenth Summer.mp3	Seventeenth Summer 	7 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Seventeenth Summer 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/08 The Highwayman.mp3	The Highwayman 	8 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	The Highwayman 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/09 Real Wild Child.mp3	Real Wild Child 	9 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Real Wild Child 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/10 Restless.mp3	Restless 	10 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Restless 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/11 Pink Bedroom.mp3	Pink Bedroom 	11 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Pink Bedroom 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/12 Country Boy.mp3	Country Boy 	12 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Country Boy 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Albert Lee/Live at Montreux (w Hogan's Heroes)/13 Tear Stained Letter.mp3	Tear Stained Letter 	13 	Albert Lee & Hogan's Heroes 	Live at Montreux 	 	 	Blues 	 	Tear-Stained Letter 	 	Albert Lee & Hogan's Heroes 	In Full Flight: Live at Montreux 	1993-10-20 	None 	None 	 							
/mnt/media/Al Dawson/Against the Grain/01 Track 1.mp3	One Way Ticket 	1 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Seasons 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/02 Track 2.mp3	Catch the Wind 	2 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Youth of Yesterday 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/03 Track 3.mp3	This Time It's Your Time 	3 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Over Me 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/04 Track 4.mp3	As Far as I Can Tell 	4 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Darker Side of Me 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/05 Track 5.mp3	I've Come for Only One Reason 	5 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	I'm Sorry 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/06 Track 6.mp3	I Don't Need You 	6 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Final Moment 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/07 Track 7.mp3	The Duck Song 	7 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Better Believe It 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/08 Track 8.mp3	Dyin' to Know 	8 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Into Your Garden 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/09 Track 9.mp3	You Fell with the Rain 	9 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Your Love Kills Me 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Al Dawson/Against the Grain/10 Track 10.mp3	Warm Moon 	10 	Al Dawson 	Against the Grain 	2008 	 	Folk 	 	Breathing In 	 	The Veer Union 	Against the Grain 	2009-04-21 	Universal Motown Republic Group 	alternative 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/01 Wave.mp3	Wave 	1 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Wave 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/02 Rosalie.mp3	Rosalie 	2 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Rosalie 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/03 Rhapsody.mp3	Rhapsody 	3 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Rhapsody 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/04 Across the River.mp3	Across the River 	4 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Across the River 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/05 Castanets.mp3	Castanets 	5 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Castanets 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/06 Don't Need You.mp3	Don't Need You 	6 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Don't Need You 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/07 Follow You Down.mp3	Follow You Down 	7 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Follow You Down 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/08 Wedding Day.mp3	Wedding Day 	8 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Wedding Day 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/09 Velvet Guitar.mp3	Velvet Guitar 	9 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	Velvet Guitar 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/10 As I Fall.mp3	As I Fall 	10 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	As I Fall 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/A Man Under the Influence/11 About This Love.mp3	About This Love 	11 	Alejandro Escovedo 	A Man Under the Influence 	2001 	 	Rock 	 	About This Love 	 	Alejandro Escovedo 	A Man Under the Influence 	2001-04-24 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/01 I Was Drunk [Live].mp3	I Was Drunk [Live] 	1 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	I Was Drunk 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/02 Irene Wilde.mp3	Irene Wilde 	2 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Irene Wilde 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/03 California Blues [Live].mp3	California Blues [Live] 	3 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	California Blues 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/04 Guilty.mp3	Guilty 	4 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Guilty 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/05 Amsterdam.mp3	Amsterdam 	5 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Amsterdam 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/06 Everybody Loves Me.mp3	Everybody Loves Me 	6 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Everybody Loves Me 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/07 Pale Blue Eyes [Live].mp3	Pale Blue Eyes [Live] 	7 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Pale Blue Eyes 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/08 Sacramento & Polk [Live].mp3	Sacramento & Polk [Live] 	8 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Sacramento & Polk 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Bourbonitis Blues/09 Sex Beat.mp3	Sex Beat 	9 	Alejandro Escovedo 	Bourbonitis Blues 	1999 	 	Rock 	 	Sex Beat 	 	Alejandro Escovedo 	Bourbonitis Blues 	1999-05-04 	Bloodshot Records 	None 	 							
/mnt/media/Alejandro Escovedo/Real Animal/01 Always a Friend.mp3	Always a Friend 	1 	Alejandro Escovedo 	Real Animal 	2008 	 	Rock 	 	Always a Friend 	 	Alejandro Escovedo 	Real Animal 	2008-06-24 	EMI Manhattan 	rock 	 							
/mnt/media/Alejandro Escovedo/Real Animal/02 Chelsea Hotel '78.mp3	Chelsea Hotel '78 	2 	Alejandro Escovedo 	Real Animal 	2008 	 	Rock 	 	Chelsea Hotel '78 	 	Alejandro Escovedo 	Real Animal 	2008-06-24 	EMI Manhattan 	rock 	 							
